user_id,scenario,condition,rep,tap_duration_ms,tap_pressure,tap_area,swipe_speed_px_s,swipe_length_px,swipe_duration_ms,inter_tap_interval_ms,tap_x_variance,tap_y_variance,acc_x_mean,acc_y_mean,acc_z_mean,acc_magnitude_mean,acc_x_std,acc_y_std,acc_z_std,gyro_x_mean,gyro_y_mean,gyro_z_mean,gyro_x_std,gyro_y_std,gyro_z_std,tilt_angle_mean,tilt_angle_std,rotation_rate_mean
hmog_059,reading,sitting,0,106.57292709458571,0.5782135256106622,0.35484359645323504,1221.2413689876216,564.6621609143801,339.64571570145864,387.3731539025168,-6.791647747247142,10.642049059657676,0.04514121100173042,0.5003937109203012,9.627334526927688,9.523697247347805,1.6794469164838322,-0.6832978459070583,0.16187718851396782,-0.033891969109259026,0.046337402356761315,0.13094575161498825,0.3933920753600275,0.5707073379023211,0.11653343984045116,3.7617462673045754,-0.1916414984603766,0.720357452212211
hmog_059,reading,sitting,1,124.53455299391231,0.51636066830267,0.34332080315457797,1122.378014825432,554.9401779931978,267.9026688332351,488.61795012739015,-2.308874479356877,5.930277689531979,-0.3625193462010087,-1.058519070959854,9.471735790174556,9.729083095467754,1.7201911090048558,-0.8159119703885407,0.27799457667089944,-0.019614040603074707,-0.013933813333873075,0.14401719120521697,0.4844528719581671,0.4921913998075309,0.11099399047024283,11.07128180850467,-0.28638208233615736,0.7615456625416615
hmog_059,reading,sitting,2,101.0300916937968,0.4399713809212532,0.3605233495495748,1376.9321580570409,483.0031233339618,249.78929933111914,428.4004203689745,0.028995052328273374,7.011935033176929,-0.21386445500974802,-0.17740170872304872,9.23852802674554,9.435000647750833,1.8303664378626285,-0.9090016416224608,0.4887960083052522,0.07159239728478667,0.027275547324093923,0.14386414636112324,0.4317821520660413,0.5067694982383489,0.19555037070167808,12.454860815901544,-0.24381875515720763,0.859020552791202
hmog_059,reading,sitting,3,124.48260922813174,0.5315677459903917,0.3689375411749454,1417.0182034708325,506.96090468925206,318.0756655987669,474.93283391000426,-6.309500647231118,8.26807884821827,-0.9058513339619966,0.10681550374737203,9.373648604491889,9.28229297893301,1.8397372131438086,-0.6371758351585903,0.3211791498806273,-0.1381885017841275,0.0005384461500946456,0.0828660332319798,0.5360701975245619,0.48916479097131643,0.12483952010886218,12.09855361221357,-0.17511854315459663,0.855284787200444
hmog_059,reading,walking,0,139.25723266327537,0.5891961601183766,0.3910416135901,1194.1223530192242,504.08671788076674,364.7470190859604,371.37088044800896,-9.188335723700817,9.728197796217486,2.4865969945179494,-0.2935951191128445,22.62236318741173,23.156296524838325,4.265777336212119,-1.7499207664968057,1.2630118921270692,-0.2597250832887922,-0.0694770188937444,0.3993729298044386,1.1872490002829617,1.323562519998125,0.2651201454801821,4.695111575483924,-0.009562197483153845,2.130981993740689
hmog_059,reading,walking,1,88.84007116124073,0.5321459231082961,0.30422078879592135,1201.1430081519595,560.0489305016396,300.87161065713923,414.5630524670333,-0.20516880768812884,7.894474367755549,0.18150799269580467,2.6211177276553057,22.604437062877906,25.63616885052565,4.065424414143636,-1.9003269457560528,0.6196165482493058,0.04785916688816359,0.12839149701506772,0.26142998101822046,0.867106969811506,1.2372477140826628,0.20818462539448956,12.948918267397117,0.9021688564813736,2.47005771398934
hmog_059,reading,walking,2,102.61301387752692,0.6180153143678015,0.3359978788837512,1424.422535199984,367.47621837965346,317.61823800302653,380.64053237064996,-1.7299441354500553,7.354550703658024,-0.39986159267213317,-1.928396760124011,22.314795375950403,23.96894811226115,4.165862277475635,-2.0701562750420077,0.5572463080725595,-0.019437192552583443,0.22148811652946537,0.39536138787272046,1.0767883182462084,1.2581921496658381,0.24288706903835866,16.276079169941333,2.0639839646132137,2.133482956875026
hmog_059,reading,walking,3,110.92839256187152,0.5461401856912204,0.36730929478714874,1319.6171766057123,492.7105400517471,329.39589521534623,330.3635639334836,0.11926898851130519,8.230143861129323,1.270169430331173,5.333774550555766,23.339650134522145,23.588416691986566,4.318058706722719,-1.546685484898939,1.3541116457173246,-0.3747288322064034,0.14484554979905379,0.3925732318135512,1.182363162088863,1.4572536817563395,0.3559117248573104,9.286543295989734,-0.277587677086537,2.268464969213418
hmog_059,typing,sitting,0,128.20247369189698,0.4973383863160031,0.3597438364508441,1307.712383388715,415.1791612274827,321.6495784083625,415.1436092597667,-9.404226320998342,9.295839632424865,0.8087213405666794,0.78469271819044,9.344696137431994,9.365442927476813,1.8096727634995953,-0.7367017541352943,0.26391053637443057,-0.026475577435511793,0.046573035879710956,0.14964632214470092,0.524418058741703,0.5957108207057799,0.1539462668094474,16.229738760654485,0.7681848035891174,0.8509756239952585
hmog_059,typing,sitting,1,97.64605530333397,0.5232504865704554,0.3578568016817378,1106.8298882221557,392.25873328300065,286.4081227909553,440.8618356995764,-1.6337408818111436,6.413445219001778,0.6091918161090365,0.7460709559083146,9.342589237429433,8.563865820660242,1.6569685036625847,-0.8756752001090834,0.37688185433648835,-0.014383770766103861,-0.001415946498556928,0.13817683234386668,0.40927605124899125,0.4835403946571974,0.10876355188239462,15.764443558391276,1.5820875871126427,0.7272561045419997
hmog_059,typing,sitting,2,115.8745915852183,0.5303448924107484,0.37196110744425837,1325.252465954769,508.75562349257297,352.19243279875525,491.23710866577665,0.7652800798873622,6.271593121285743,-0.15417050598497054,0.5570664055826444,9.23507928526391,9.640873677844445,1.678607300155795,-0.4539702849302487,0.18760945742616716,-0.0017907223329192284,-0.009644585741731774,0.11507040000668992,0.4417498169141271,0.4806135401346887,0.14789784964380287,10.998079374071182,0.37430110962504204,0.8757109817379439
hmog_059,typing,sitting,3,116.17958169336957,0.46331734200169483,0.3219041708728664,1218.7455491571245,474.66462953954874,329.1153943691688,500.6057192660639,-1.6438908725768706,6.0566059140637005,-0.13858638923848682,0.57535027436179,9.341480181114596,9.500756885099618,1.6310437526453572,-0.6991337611052106,0.5663392778946527,-0.027220998536267492,0.024954836047726577,0.13827756625034432,0.5032818578426981,0.4931987911125874,0.1320993056501572,18.625020510828033,-0.9218649199763036,0.8296853335459854
hmog_059,typing,walking,0,110.69332275400642,0.5301833892384435,0.42093391471250236,1391.9661672675395,504.16769575306205,337.4498013939104,343.6802801526482,-5.099179900241852,9.040500165026598,-0.06507023548208163,1.5989991952956328,22.125481827017264,22.778287906233743,4.512159791639748,-0.32896987332247263,1.1825099090694469,-0.3321524241717637,0.12443466062081907,0.21793896509414584,1.2943700712868018,1.0330680376014931,0.28097541854844676,7.294590436159937,0.45824270861811767,2.1381414323082844
hmog_059,typing,walking,1,121.93584818769418,0.41417765129501277,0.3009391636190471,1269.2289794737258,410.61239338171265,318.0818503178508,317.03274228195517,-1.7021232630561491,7.682321470289377,0.2597024954839095,2.0426379070466703,23.148147117443614,23.518474234170448,4.0905574455286065,-1.5515844018781286,0.7332912377892788,0.18044586997336653,0.006392251827332602,0.18883966395775936,1.1337408736272205,1.0102937838146289,0.32171454965864477,9.469944444485279,0.5296884487217255,1.8224407249451744
hmog_059,typing,walking,2,103.92679121876174,0.5605106152604814,0.351633654192259,1182.3934607996584,462.1194931815699,258.8864559555345,399.9671410114329,-4.632030029400502,6.906313846158956,-2.540296072093708,0.43639099919399627,23.250904641974564,23.131349756172614,4.911118772537971,-1.448525061293137,0.7818493680037746,-0.14595917200634517,-0.11097267248640569,0.4164945071114786,1.195281130740363,1.110897973119728,0.20721480243674809,5.6530233302995345,1.2528263000111548,2.126239154966471
hmog_059,typing,walking,3,105.87033070594588,0.5877999661483296,0.35142390174527854,1224.2598080771709,540.6610716419887,371.97333811950534,294.8190846658447,-2.1822036308046546,9.987546878218359,0.2641127508387918,0.883965047236939,22.862657026869083,23.530617426504783,4.104658601582998,-2.12355682105035,0.7944053130147726,0.08842870736710735,-0.04194497652349799,0.18967482227264498,1.2743636706450623,1.190974663501589,0.392479152550661,17.14694198931004,-0.15737062516086764,2.227852100910721
hmog_059,map_navigation,sitting,0,106.78583079612852,0.47324865510486713,0.3044367603811814,1129.659879798296,448.78458193901866,383.1927116598689,374.69323212494726,-3.5467425817378997,9.949285852818269,-0.4663615891114924,0.8804799992627586,9.166490101336139,9.69871411016169,1.7500496117129538,-0.7655601042209157,0.45205215578632396,-0.041856082180919144,-0.024778515189612854,0.10852256270567537,0.4911200631471425,0.5145261167064756,0.1522004910756781,5.601852562293675,-0.08932835236720432,0.8311443715164849
hmog_059,map_navigation,sitting,1,112.85272822988837,0.5593145235208633,0.39850533938891075,1085.5273558755957,453.49724677322837,328.29782617106525,387.51524351277374,-5.336070679156117,10.330438970596209,0.07832289912502732,0.18111875974159386,9.266484850991562,9.752552451922476,1.6582438343433237,-0.5015323793392212,0.4266429717706711,-0.1262679484714227,0.05087297628634349,0.09495118229511176,0.5726157639843854,0.49274699838166375,0.1355426919689568,11.542177977216953,-0.5607867130086401,0.8064620616852677
hmog_059,map_navigation,sitting,2,128.20247369189698,0.4973383863160031,0.3597438364508441,1307.712383388715,415.1791612274827,321.6495784083625,415.1436092597667,-9.404226320998342,9.295839632424865,0.8087213405666794,0.78469271819044,9.344696137431994,9.365442927476813,1.8096727634995953,-0.7367017541352943,0.26391053637443057,-0.026475577435511793,0.046573035879710956,0.14964632214470092,0.524418058741703,0.5957108207057799,0.1539462668094474,16.229738760654485,0.7681848035891174,0.8509756239952585
hmog_059,map_navigation,sitting,3,97.64605530333397,0.5232504865704554,0.3578568016817378,1106.8298882221557,392.25873328300065,286.4081227909553,440.8618356995764,-1.6337408818111436,6.413445219001778,0.6091918161090365,0.7460709559083146,9.342589237429433,8.563865820660242,1.6569685036625847,-0.8756752001090834,0.37688185433648835,-0.014383770766103861,-0.001415946498556928,0.13817683234386668,0.40927605124899125,0.4835403946571974,0.10876355188239462,15.764443558391276,1.5820875871126427,0.7272561045419997
hmog_059,map_navigation,walking,0,110.05346079945063,0.478121187348072,0.3354938409973755,1161.1001050521115,445.4327812519978,344.6848325415226,437.889914806116,-5.916005882519317,5.180858432737509,0.06928091681296827,1.063634908941303,22.84450921386639,23.111703790058428,4.815163563089025,-1.430327354468127,0.9706904185588472,-0.023570594944165205,0.04792339775645727,0.35076023792626615,1.2351909597707218,1.2699434947088586,0.3376765868511233,6.99559759383371,2.231864764655007,2.31994913743206
hmog_059,map_navigation,walking,1,135.74122258794355,0.5074332653828243,0.35665192038200316,1242.011559988144,420.3714719286992,278.5381464291579,315.70601761515206,-1.1623905969552601,8.419460858882323,1.7059627468176481,3.573321074317207,23.127551473214876,22.957112930478655,4.246673497614111,-1.6016178309246425,0.763342951967906,0.02277013124850276,0.023215174836215113,0.2820816293005022,1.206229470026606,1.2506454254986117,0.2693416139024376,18.225357872632955,-0.28557674635689667,1.6282611745640945
hmog_059,map_navigation,walking,2,110.69332275400642,0.5301833892384435,0.42093391471250236,1391.9661672675395,504.16769575306205,337.4498013939104,343.6802801526482,-5.099179900241852,9.040500165026598,-0.06507023548208163,1.5989991952956328,22.125481827017264,22.778287906233743,4.512159791639748,-0.32896987332247263,1.1825099090694469,-0.3321524241717637,0.12443466062081907,0.21793896509414584,1.2943700712868018,1.0330680376014931,0.28097541854844676,7.294590436159937,0.45824270861811767,2.1381414323082844
hmog_059,map_navigation,walking,3,121.93584818769418,0.41417765129501277,0.3009391636190471,1269.2289794737258,410.61239338171265,318.0818503178508,317.03274228195517,-1.7021232630561491,7.682321470289377,0.2597024954839095,2.0426379070466703,23.148147117443614,23.518474234170448,4.0905574455286065,-1.5515844018781286,0.7332912377892788,0.18044586997336653,0.006392251827332602,0.18883966395775936,1.1337408736272205,1.0102937838146289,0.32171454965864477,9.469944444485279,0.5296884487217255,1.8224407249451744
